scenario,margin_case,distribution_model,subsystem,sampled_load_kw
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.0367762828491
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.4828704475212
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.8331763248577
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.9029427485393
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.490047578584
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.133167129311
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.1675574128892
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.861417059254
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.509800830794
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.435081795327
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.3522356584588
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.1620416610601
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.3911008226694
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.9887820293422
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.9353373999468
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.8243914585514
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.8596802764662
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.8672306845446
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.4658995017362
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.995130563194
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1039.3394752148013
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.5043453645321
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.2165486252024
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.766437247726
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.4166620168817
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.9129231756488
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.0555792773123
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.457389024627
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1013.2570571986562
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.5718333278423
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.291823162091
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.6226855994564
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.2998479753494
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.044684287974
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.5219962268775
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.6966612510887
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.1015411969131
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.6228204022111
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.4517961910162
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.3769556551495
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.2976646230204
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.8673922187324
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.008032491925
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.61338083711
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.6293203345567
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.7095680977295
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.5614574183231
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.6310988567311
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.788071636583
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.1812647738461
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.801341734073
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.8117624995834
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.8860670087229
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.0814811315329
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.7415367313683
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.7893660289187
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.4299553598653
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.2823766507236
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.7639982278722
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.4044943155873
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.5246670051934
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.1907071479013
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.0768874839453
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.3193407638719
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.1589195593247
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.60027711332
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.8008355398852
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.1477793617375
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.320753406609
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.0717664275978
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.7268282440248
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.3636903580434
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.2147412179439
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.4476741080667
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1013.4534456416678
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.5742049056516
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.4391802470882
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.6397170887428
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.564265182704
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.9550752219561
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.1194955957503
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.9453696826229
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.4573968526508
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1038.464615932472
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.9495344852444
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.088612454176
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.5651449933644
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.2814342081217
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.391216081255
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.9509860142732
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.5766288627746
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.287381204862
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.0496612448862
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.2131511787799
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.519953804475
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.0792952907327
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.1854930694026
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1038.303471737405
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.227491414596
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1013.9241669801842
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.0328527207248
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.6479987288537
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.9607521021865
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.4251791486397
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.2348784976184
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.444247967556
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.787377325124
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.2390342151389
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.1554980183784
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.7954673356121
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.279449386207
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.0179051444544
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.6848340265383
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.6263787678104
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.2133707452105
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.7338437215903
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.6890207123224
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1010.1400419614714
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.2105030155435
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.9749400678332
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.4638795208871
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.679575810131
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.9649165077379
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.165183513225
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.7037248117308
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.1034527590634
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.828656623878
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.4121096751609
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.5859237366187
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1039.8686427488597
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.8069180754289
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.6022094284642
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.2320062034297
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.6779508773777
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.1294761491235
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.1494535536461
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1009.0796380465063
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.89974984783
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.0123234995194
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.4317767191249
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1038.361309181538
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.9214968173571
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.0473141735882
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.2785872129305
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.7064847045249
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.4706133434158
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1009.3082921649506
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.3782192669564
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.5421198988861
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.4950642989
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.5587310504304
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.9529221354203
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.4036428267965
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.1441359605649
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.9615445208317
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.1461998956756
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.5988935602124
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.6958250413829
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.8033121061037
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.7903519692964
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.7368149301221
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.6772459479761
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.311885999426
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.4094400011145
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.5913440595981
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.7613283360179
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.2812167533937
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.2119769228038
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.6439908387172
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1039.4451562527333
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1038.820940293879
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.3092707339275
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.9831588783269
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.6588328443258
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.040049979092
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.8627043376264
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.2640995920497
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.3773124370225
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.8774128249233
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.5028920003007
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.9404623300325
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.7893283259145
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.6184900818105
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.5697714955622
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.292637618582
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.9252603799354
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1015.5683869459111
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.8664739686532
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1036.1309393860324
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.9295936190556
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.5049510922953
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.9189784126934
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.3710053828908
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.7687234070368
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.1706296318673
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.2748787155447
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.4045767816656
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.88735344513
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.877101974325
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.3468559021461
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.2638867522775
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.8088830228797
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.5536606475885
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1019.7469323333113
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1037.1749844859226
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.5657064386887
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.0303604452927
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.4210980057487
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1009.915869565369
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.6193610731632
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.2828319044787
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.6344433219917
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.8976558616397
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.850272183747
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.0008279691674
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1034.4829410270722
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.2143946790123
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.2657819375581
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1021.7130376085445
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.8430526393367
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.8117120902277
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.2728688786553
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.667312568939
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.277273938141
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.0728015135317
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.1522426009515
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.6620329057946
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1018.1945917842414
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1013.9625754636987
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.3227324008564
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1024.7907224020298
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1017.7149517426026
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.4483874881237
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.689726762921
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.2175377451833
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.5259502686063
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1028.9343145763182
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.4521829305286
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1040.0077133099044
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.8193785062531
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.8009228758458
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.4813885080646
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.2680005494085
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1014.4325828673951
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.9120514457131
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.7163409888208
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.2349227967143
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.6430395966784
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1025.0961920128768
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.9470324568192
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1027.1190917314384
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1016.2628912068647
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1026.2499229489763
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1035.6982399864082
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1046.2831604476196
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1033.259971755646
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.8900402904441
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1020.8163578883932
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1030.1506794619536
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1023.042895384096
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1031.857042423537
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1029.8143715954022
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1032.1574806210724
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1022.4227370559358
Scenario Alpha,Case C - CMM + CUM + DBM + IGM,Triangular,HVAC,1012.9075372616825
